Cont|Denumire|Parinte|Functie|Sumator|Defalcare
676.00.00|Asigurari sociale|676.00|D|0|S
677.00.00|Ajutoare sociale|677.00|D|0|E
678.01.00|Transferuri pentru proiecte finantate din fonduri externe nerambursabile postaderare si fonduri de la bugetul de stat|678.01|D|0|S
678.02.00|Transferuri pentru proiecte din componenta de imprumut a PNRR si fonduri de la buget|678.02|B|0|S
679.00.00|Alte cheltuieli|679.00|D|0|S
681.01.00|Cheltuieli operationale privind amortizarea activelor fixe|681.01|D|0|E
681.01.00.3|Cheltuieli operationale privind amortizarea activelor fixe - donatie|681.01|D|0|E
681.02.00|Cheltuieli operationale privind provizioanele|681.02|D|0|S
681.03.00|Cheltuieli operationale privind ajustarile pentru deprecierea activelor fixe|681.03|D|0|S
681.04.01|Cheltuieli operationale privind ajustarile pentru deprecierea activelor circulante - stocuri|681.04|D|0|S
681.04.02|Cheltuieli operationale privind ajustarile pentru deprecierea activelorcirculante - creante|681.04|D|0|S
682.01.01|Cheltuieli cu activele fixecorporale neamortizabile - active militare|682.01|D|0|S
682.01.09|Cheltuieli cu activele fixe corporale neamortizabile - altele|682.01|D|0|S
682.02.00|Cheltuieli cu activele fixe necorporale neamortizabile|682.02|D|0|S
686.03.00|Cheltuieli financiare privind ajustarile pentru pierderea de valoare a activelor financiare|686.03|D|0|S
686.04.00|Cheltuieli financiare privind ajustarile pentru pierderea de valoare a activelor circulante|686.04|D|0|S
686.08.00|Cheltuieli financiare privind amortizarea primelor de rambursare a obligatiunilor|686.08|D|0|S
689.01.00|Cheltuieli privind rezerva de stat|689.01|D|0|S
689.02.00|Cheltuieli privind rezerva de mobilizare|689.02|D|0|S
690.00.00|Cheltuieli cu pierderi din calamitati|690.00|D|0|S
691.00.00|Cheltuieli extraordinare din operatiuni cu active fixe|691.00|D|0|S
709.01.00|Variatia stocurilor|709.01|B|0|S
709.02.00|Variatia productiei stocate scazuta din gestiune|709.02|B|0|S
714.00.00|Venituri din creante reactivate si debitori diversi|714.00|C|0|S
718.00.00|Alte venituri ale trezoreriei statului|718.00|C|0|S
721.00.00|Venituri din productia de active fixe necorporale|721.00|C|0|S
722.00.00|Venituri din productia de active fixe corporale|722.00|C|0|S
730.01.00|Impozit pe profit|730.01|C|0|S
730.02.01|Alte impozite pe profit|730.02|C|0|S
730.02.02|Alte impozite pe venituri|730.02|C|0|S
730.02.03|Alte impozite pe câstiguri din capital|730.02|C|0|S
731.01.00|Impozit pe venit|731.01|C|0|S
731.02.00|Cote si sume defalcate din impozitul pe venit|731.02|C|0|E
732.01.00|Alte impozite pe venit, profit si câstiguri din capital|732.01|C|0|S
733.00.00|Impozit pe salarii|733.00|C|0|S
734.00.00|Impozite si taxe pe proprietate|734.00|C|0|E
735.01.00|Taxa pe valoarea adaugata|735.01|C|0|S
735.02.00|Sume defalcate din TVA|735.02|C|0|E
735.03.00|Alte impozite si taxe generale pe bunuri si servicii|735.03|C|0|S
735.04.00|Accize|735.04|C|0|S
735.05.00|Taxe pe servicii specifice|735.05|C|0|S
735.06.01|Taxe pentru mediu|735.06|C|0|S
735.06.02|Alte taxe pe utilizarea bunurilor, autorizarea utilizarii bunurilor sau pe desfasurarea de activitati|735.06|C|0|E
736.01.00|Venituri încadrate în resursele proprii ale bugetului UniuniiEuropene|736.01|C|0|S
739.00.00|Alte impozite si taxe fiscale|739.00|C|0|E
745.01.00|Contributiileangajatorilor pentru asigurari sociale|745.01|C|0|S
745.02.00|Contributiileangajatorilor pentru asigurari de somaj|745.02|C|0|S
745.03.00|Contributiileangajatorilor pentru asigurari sociale de sanatate|745.03|C|0|S
745.04.00|Contributtileangajatorilor pentru accidente de munca si boli profesionale|745.04|C|0|S
745.05.00|Varsaminte de la persoane juridice, pentru persoane cu handicap neîncadrate|745.05|C|0|S
745.07.00|Venituri din contributia asiguratorie pentru munca|745.07|C|0|S
745.09.00|Alte contributii pentru asigurari sociale datorate de angajatori|745.09|C|0|S
746.01.00|Contributiile asiguratilor pentru asigurari sociale|746.01|C|0|S
746.02.00|Contributiile asiguratilor pentru asigurari de somaj|746.02|C|0|S
746.03.00|Contributiile asiguratilor pentru asigurari sociale de sanatate|746.03|C|0|S
746.09.00|Alte contributii ale altor persoane pentru asigurari sociale|746.09|C|0|S
750.01.00|Venituri din proprietate-dividende|750.01|C|0|S
750.02.00|Alte venituri din proprietate|750.02|C|0|E
751.01.00|Venituri din prestari de servicii si alte activitati|751.01|C|0|E
751.02.00|Venituri din taxe administrative, eliberari permise|751.02|C|0|E
751.03.00|Amenzi, penalitati si confiscari|751.03|C|0|E
751.04.00|Diverse venituri|751.04|C|0|E
751.05.00|Transferuri voluntare, altele decât subventiile (donatii, sponsorizari)|751.05|C|0|S
761.00.00|Venituri din diferente favorabile de reevaluare rezultate din operatiuni de preschimbare a obligatiunilor/titlurilor de stat|761.00|B|0|S
763.00.00|Venituri din creante imobilizate|763.00|C|0|S
764.00.00|Venituri din investitii financiare cedate|764.00|C|0|S
765.01.00|Venituri din diferente de curs valutar - diferente de curs din reevaluarea creantelor si datoriilor|765.01|C|0|S
765.02.00|Venituri din diferente de curs valutar - diferente de curs din reevaluarea disponibilitatilor|765.02|C|0|S
766.00.00|Venituri din dobânzi|766.00|C|0|S
767.00.00|Sume de primit de la bugetul de stat pentru acoperirea pierderilor din schimb valutar - PHARE, SAPARD, ISPA -|767.00|C|0|S
768.00.00|Alte venituri financiare - PHARE, SAPARD, ISPA -|768.00|C|0|S
769.00.00|Sume de primit de la bugetul de stat pentru acoperirea altor pierderi (cheltuieli neeligibile - costuri bancare - PHARE, SAPARD, ISPA)|769.00|C|0|S
770.00.00|Finantarea de la buget|770.00|C|0|E
771.00.00|Finantarea în baza unor acte normative speciale|771.00|C|0|S
772.01.00|Subventii de la bugetul de stat|772.01|C|0|E
772.02.00|Subventii de la alte bugete|772.02|C|0|E
774.01.00|Finantarea din fonduri externe nerambursabilepreaderare în bani|774.01|C|0|S
774.02.00|Finantarea din fonduri externe nerambursabile preaderare în natura|774.02|C|0|S
775.00.00|Finantarea din fonduri externe nerambursabile postaderare|775.00|C|0|E
776.00.00|Fonduri cu destinatie speciala|776.00|C|0|S
777.00.00|Veniturile fondului de risc|777.00|C|0|S
778.00.00|Venituri din contributia nationala aferenta programelor/proiectelor finantate din fonduri externe nerambursabile|778.00|C|0|S
779.01.01|Venituri, bunuri si servicii primite cu titlu gratuit - transfer active fixe si stocuri intre institutii publice|779.01|C|0|E
779.01.09|Venituri, bunuri si servicii primite cu titlu gratuit – alte operatiuni|779.01|C|0|FE
781.02.00|Venituri din provizioane|781.02|C|0|S
781.03.00|Venituri din ajustari privind deprecierea activelor fixe|781.03|C|0|S
781.04.01|Venituri din ajustari pentru deprecierea activelor circulante - stocuri|781.04|C|0|S
781.04.02|Venituri din ajustari pentru deprecierea activelor circulante - creante|781.04|C|0|S
786.03.00|Venituri din ajustari pentru pierderea de valoare a activelor financiare|786.03|C|0|S
786.04.00|Venituri din ajustari pentru pierderea de valoare a activelor circulante|786.04|C|0|S
791.00.00|Venituri din valorificarea unor bunuri ale statului|791.00|C|0|E
891.01.00|Bilant de deschidere (pentru solduri)|891.01|B|0|S
891.02.00|Bilant de deschidere (pentru total sume)|891.02|B|0|S
892.01.00|Bilant de închidere (pentru solduri)|892.01|B|0|S
892.02.00|Bilant de închidere (pentru total sume)|892.02|B|0|S
302.02.00.1|Combustibili|302.02.00|D|0|S
302.02.00.2|Motorina|302.02.00|D|0|S
302.02.00.3|Lubrifianti|302.02.00|D|0|S
302.09.00.1|Medicamente|302.09.00|D|0|E
302.09.00.2|Materiale sanitare|302.09.00|D|0|E
302.09.00.4|Dezinfectanti|302.09.00|D|0|E
